Multiplier,Daisy,Dan,Hayley,Ivarius Ironsight,Jannerah Silverscale,Josh Du,Kent,Kirsty,Mart,Max Ng,Rob o Bones,Sherin the Sedulous,Episode
0.125,7.0,0.0,46.0,1.0,7.0,9.0,15.0,0.0,9.0,7.0,7.0,15.0,1
0.25,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,70.0,54.0,0.0,64.0,1
0.5,0.0,0.0,32.0,0.0,32.0,0.0,44.0,0.0,0.0,64.0,24.0,0.0,1
1.0,0.0,0.0,96.0,0.0,0.0,168.0,0.0,0.0,0.0,80.0,0.0,0.0,1
2.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,0.0,256.0,16.0,0.0,256.0,1
4.0,224.0,0.0,352.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,288.0,1
8.0,0.0,256.0,256.0,0.0,0.0,0.0,128.0,0.0,64.0,0.0,0.0,0.0,1
