Multiplier,Daisy,Dan,Hayley,Ivarius Ironsight,Jannerah Silverscale,Josh Du,Kent,Kirsty,Mart,Max Ng,Rob o Bones,Sherin the Sedulous,Episode
0.125,0.0,0.0,0.0,0.0,0.0,18.0,0.0,17.0,18.0,0.0,0.0,0.0,8
0.25,0.0,8.0,0.0,0.0,34.0,0.0,0.0,8.0,30.0,0.0,20.0,0.0,8
0.5,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,8
1.0,0.0,0.0,32.0,0.0,0.0,32.0,64.0,0.0,0.0,0.0,0.0,16.0,8
2.0,32.0,656.0,0.0,32.0,656.0,16.0,0.0,688.0,96.0,128.0,0.0,96.0,8
4.0,0.0,224.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,224.0,1760.0,8
8.0,0.0,512.0,0.0,0.0,0.0,0.0,1024.0,256.0,0.0,0.0,128.0,0.0,8
